Source,Target,Weight,Cluster_Source,Cluster_Target
RIPL,PLMR,1,Periphery,Motor core
RIPL,PVDL,1,Periphery,Motor core
RIPL,PVDR,1,Periphery,Motor core
RIPL,URXL,3,Periphery,Sensory core
RIPL,URXR,3,Periphery,Sensory core
RIPL,AQR,1,Periphery,Sensory core
RIPL,PQR,3,Periphery,Motor core
RIPL,PHAL,1,Periphery,Periphery
RIPL,PHAR,1,Periphery,Periphery
RIPL,SDQL,2,Periphery,Hubs
RIPL,SDQR,2,Periphery,Hubs
RIPL,URBL,2,Periphery,Sensory core
RIPL,URBR,2,Periphery,Sensory core
RIPL,DVA,2,Periphery,Hubs
RIPL,AIAL,1,Periphery,Periphery
RIPL,AIAR,1,Periphery,Periphery
RIPL,AIBL,1,Periphery,Sensory core
RIPL,AIBR,1,Periphery,Sensory core
RIPL,AIYL,1,Periphery,Sensory core
RIPL,AIYR,1,Periphery,Sensory core
RIPL,AIZL,2,Periphery,Sensory core
RIPL,AIZR,2,Periphery,Sensory core
RIPL,AIML,2,Periphery,Sensory core
RIPL,AIMR,2,Periphery,Sensory core
RIPL,ALA,1,Periphery,Hubs
RIPL,BDUL,1,Periphery,Hubs
RIPL,BDUR,1,Periphery,Hubs
RIPL,CANL,1,Periphery,Motor core
RIPL,CANR,1,Periphery,Motor core
RIPL,RIAL,1,Periphery,Sensory core
RIPL,RIAR,1,Periphery,Sensory core
RIPL,RIBL,1,Periphery,Sensory core
RIPL,RIBR,1,Periphery,Sensory core
RIPL,RICL,2,Periphery,Sensory core
RIPL,RICR,2,Periphery,Sensory core
RIPL,RIGL,1,Periphery,Sensory core
RIPL,RIGR,1,Periphery,Sensory core
RIPL,RIH,2,Periphery,Sensory core
RIPL,RIR,1,Periphery,Sensory core
RIPL,AVFL,2,Periphery,Hubs
RIPL,AVFR,2,Periphery,Hubs
RIPL,AVKL,1,Periphery,Hubs
RIPL,AVKR,1,Periphery,Hubs
RIPL,PVNL,1,Periphery,Hubs
RIPL,PVNR,1,Periphery,Hubs
RIPL,PVPL,1,Periphery,Hubs
RIPL,PVPR,1,Periphery,Hubs
RIPL,PVQL,2,Periphery,Hubs
RIPL,PVQR,2,Periphery,Hubs
RIPL,PVR,2,Periphery,Hubs
RIPL,PVT,1,Periphery,Hubs
RIPL,PVWL,1,Periphery,Motor core
RIPL,PVWR,1,Periphery,Motor core
RIPL,RID,2,Periphery,Hubs
RIPL,PVCL,1,Periphery,Hubs
RIPL,PVCR,1,Periphery,Hubs
RIPL,AVAL,1,Periphery,Hubs
RIPL,AVAR,1,Periphery,Hubs
RIPL,AVBL,1,Periphery,Hubs
RIPL,AVBR,1,Periphery,Hubs
RIPL,AVDL,3,Periphery,Hubs
RIPL,AVDR,3,Periphery,Hubs
RIPL,AVEL,1,Periphery,Hubs
RIPL,AVER,1,Periphery,Hubs
RIPL,SABD,1,Periphery,Sensory core
RIPL,SABVL,1,Periphery,Sensory core
RIPL,SABVR,1,Periphery,Sensory core
RIPL,RIML,1,Periphery,Sensory core
RIPL,RIMR,1,Periphery,Sensory core
RIPL,RMDDL,2,Periphery,Sensory core
RIPL,RMDDR,2,Periphery,Sensory core
RIPL,RMDL,1,Periphery,Sensory core
RIPL,RMDR,1,Periphery,Sensory core
RIPL,RMDVL,2,Periphery,Sensory core
RIPL,RMDVR,2,Periphery,Sensory core
RIPL,RMED,1,Periphery,Hubs
RIPL,RMEV,1,Periphery,Hubs
RIPL,RMFL,1,Periphery,Sensory core
RIPL,RMFR,1,Periphery,Sensory core
RIPL,RMHL,1,Periphery,Sensory core
RIPL,RMHR,1,Periphery,Sensory core
RIPL,SMDDL,2,Periphery,Hubs
RIPL,SMDDR,2,Periphery,Hubs
RIPL,SMDVL,2,Periphery,Hubs
RIPL,SMDVR,2,Periphery,Hubs
RIPL,DA01,3,Periphery,Hubs
RIPL,DA02,3,Periphery,Hubs
RIPL,DA03,3,Periphery,Hubs
RIPL,DA04,3,Periphery,Hubs
RIPL,DA05,3,Periphery,Motor core
RIPL,DA06,3,Periphery,Motor core
RIPL,DA07,3,Periphery,Motor core
RIPL,DA08,3,Periphery,Motor core
RIPL,DA09,3,Periphery,Motor core
RIPL,PDA,1,Periphery,Motor core
RIPL,DB01,2,Periphery,Hubs
RIPL,DB02,2,Periphery,Hubs
RIPL,DB03,2,Periphery,Motor core
RIPL,DB04,2,Periphery,Motor core
RIPL,DB05,2,Periphery,Motor core
RIPL,DB06,2,Periphery,Motor core
RIPL,DB07,2,Periphery,Motor core
RIPL,AS01,1,Periphery,Hubs
RIPL,AS02,1,Periphery,Hubs
RIPL,AS03,1,Periphery,Motor core
RIPL,AS04,1,Periphery,Motor core
RIPL,AS05,1,Periphery,Motor core
RIPL,AS06,1,Periphery,Motor core
RIPL,AS07,1,Periphery,Motor core
RIPL,AS08,1,Periphery,Motor core
RIPL,AS09,1,Periphery,Motor core
RIPL,AS10,1,Periphery,Motor core
RIPL,AS11,1,Periphery,Motor core
RIPL,PDB,3,Periphery,Motor core
RIPL,VA01,2,Periphery,Hubs
RIPL,VA02,2,Periphery,Hubs
RIPL,VA03,2,Periphery,Hubs
RIPL,VA04,2,Periphery,Hubs
RIPL,VA05,2,Periphery,Motor core
RIPL,VA06,2,Periphery,Motor core
RIPL,VA07,2,Periphery,Motor core
RIPL,VA08,2,Periphery,Motor core
RIPL,VA09,2,Periphery,Motor core
RIPL,VA10,2,Periphery,Motor core
RIPL,VA11,2,Periphery,Motor core
RIPL,VA12,2,Periphery,Motor core
RIPL,VB01,1,Periphery,Hubs
RIPL,VB02,1,Periphery,Hubs
RIPL,VB03,2,Periphery,Motor core
RIPL,VB04,2,Periphery,Motor core
RIPL,VB05,2,Periphery,Motor core
RIPL,VB06,2,Periphery,Motor core
RIPL,VB07,2,Periphery,Motor core
RIPL,VB08,2,Periphery,Motor core
RIPL,VB09,2,Periphery,Motor core
RIPL,VB10,2,Periphery,Motor core
RIPL,VB11,2,Periphery,Motor core
RIPL,HSNL,2,Periphery,Hubs
RIPL,HSNR,2,Periphery,Hubs
RIPL,VC01,1,Periphery,Periphery
RIPL,VC02,1,Periphery,Periphery
RIPL,VC03,1,Periphery,Periphery
RIPL,VC06,1,Periphery,Periphery
RIPR,I1L,2,Periphery,Sensory core
RIPR,I1R,2,Periphery,Sensory core
RIPR,I3,1,Periphery,Sensory core
RIPR,I4,1,Periphery,Sensory core
RIPR,I5,1,Periphery,Sensory core
RIPR,M1,2,Periphery,Sensory core
RIPR,M5,1,Periphery,Sensory core
RIPR,NSML,1,Periphery,Periphery
RIPR,NSMR,1,Periphery,Periphery
RIPR,ADFL,1,Periphery,Sensory core
RIPR,ADFR,1,Periphery,Sensory core
RIPR,ASGL,1,Periphery,Sensory core
RIPR,ASGR,1,Periphery,Sensory core
RIPR,ASJL,1,Periphery,Periphery
RIPR,ASJR,1,Periphery,Periphery
RIPR,ASKL,1,Periphery,Sensory core
RIPR,ASKR,1,Periphery,Sensory core
RIPR,AWAL,1,Periphery,Sensory core
RIPR,AWAR,1,Periphery,Sensory core
RIPR,ALML,1,Periphery,Sensory core
RIPR,ALMR,1,Periphery,Sensory core
RIPR,AVM,1,Periphery,Hubs
RIPR,PVM,2,Periphery,Motor core
RIPR,PLML,1,Periphery,Motor core
RIPR,PLMR,1,Periphery,Motor core
RIPR,PVDL,1,Periphery,Motor core
RIPR,PVDR,1,Periphery,Motor core
RIPR,URXL,3,Periphery,Sensory core
RIPR,URXR,3,Periphery,Sensory core
RIPR,AQR,1,Periphery,Sensory core
RIPR,PQR,3,Periphery,Motor core
RIPR,PHAL,1,Periphery,Periphery
RIPR,PHAR,1,Periphery,Periphery
RIPR,SDQL,2,Periphery,Hubs
RIPR,SDQR,2,Periphery,Hubs
RIPR,URBL,2,Periphery,Sensory core
RIPR,URBR,2,Periphery,Sensory core
RIPR,DVA,2,Periphery,Hubs
RIPR,AIAL,1,Periphery,Periphery
RIPR,AIAR,1,Periphery,Periphery
RIPR,AIBL,1,Periphery,Sensory core
RIPR,AIBR,1,Periphery,Sensory core
RIPR,AIYL,1,Periphery,Sensory core
RIPR,AIYR,1,Periphery,Sensory core
RIPR,AIZL,2,Periphery,Sensory core
RIPR,AIZR,2,Periphery,Sensory core
RIPR,AIML,2,Periphery,Sensory core
RIPR,AIMR,2,Periphery,Sensory core
RIPR,ALA,1,Periphery,Hubs
RIPR,BDUL,1,Periphery,Hubs
RIPR,BDUR,1,Periphery,Hubs
RIPR,CANL,1,Periphery,Motor core
RIPR,CANR,1,Periphery,Motor core
RIPR,RIAL,1,Periphery,Sensory core
RIPR,RIAR,1,Periphery,Sensory core
RIPR,RIBL,1,Periphery,Sensory core
RIPR,RIBR,1,Periphery,Sensory core
RIPR,RICL,2,Periphery,Sensory core
RIPR,RICR,2,Periphery,Sensory core
RIPR,RIGL,1,Periphery,Sensory core
RIPR,RIGR,1,Periphery,Sensory core
RIPR,RIH,2,Periphery,Sensory core
RIPR,RIR,1,Periphery,Sensory core
RIPR,AVFL,2,Periphery,Hubs
RIPR,AVFR,2,Periphery,Hubs
RIPR,AVKL,1,Periphery,Hubs
RIPR,AVKR,1,Periphery,Hubs
RIPR,PVNL,1,Periphery,Hubs
RIPR,PVNR,1,Periphery,Hubs
RIPR,PVPL,1,Periphery,Hubs
RIPR,PVPR,1,Periphery,Hubs
RIPR,PVQL,2,Periphery,Hubs
RIPR,PVQR,2,Periphery,Hubs
RIPR,PVR,2,Periphery,Hubs
RIPR,PVT,1,Periphery,Hubs
RIPR,PVWL,1,Periphery,Motor core
RIPR,PVWR,1,Periphery,Motor core
RIPR,RID,2,Periphery,Hubs
RIPR,PVCL,1,Periphery,Hubs
RIPR,PVCR,1,Periphery,Hubs
RIPR,AVAL,1,Periphery,Hubs
RIPR,AVAR,1,Periphery,Hubs
RIPR,AVBL,1,Periphery,Hubs
RIPR,AVBR,1,Periphery,Hubs
RIPR,AVDL,3,Periphery,Hubs
RIPR,AVDR,3,Periphery,Hubs
RIPR,AVEL,1,Periphery,Hubs
RIPR,AVER,1,Periphery,Hubs
RIPR,SABD,1,Periphery,Sensory core
RIPR,SABVL,1,Periphery,Sensory core
RIPR,SABVR,1,Periphery,Sensory core
RIPR,RIML,1,Periphery,Sensory core
RIPR,RIMR,1,Periphery,Sensory core
RIPR,RMDDL,2,Periphery,Sensory core
RIPR,RMDDR,2,Periphery,Sensory core
RIPR,RMDL,1,Periphery,Sensory core
RIPR,RMDR,1,Periphery,Sensory core
RIPR,RMDVL,2,Periphery,Sensory core
RIPR,RMDVR,2,Periphery,Sensory core
RIPR,RMED,1,Periphery,Hubs
RIPR,RMEV,1,Periphery,Hubs
RIPR,RMFL,1,Periphery,Sensory core
RIPR,RMFR,1,Periphery,Sensory core
RIPR,RMHL,1,Periphery,Sensory core
RIPR,RMHR,1,Periphery,Sensory core
RIPR,SMDDL,2,Periphery,Hubs
RIPR,SMDDR,2,Periphery,Hubs
RIPR,SMDVL,2,Periphery,Hubs
RIPR,SMDVR,2,Periphery,Hubs
RIPR,DA01,3,Periphery,Hubs
RIPR,DA02,3,Periphery,Hubs
RIPR,DA03,3,Periphery,Hubs
RIPR,DA04,3,Periphery,Hubs
RIPR,DA05,3,Periphery,Motor core
RIPR,DA06,3,Periphery,Motor core
RIPR,DA07,3,Periphery,Motor core
RIPR,DA08,3,Periphery,Motor core
RIPR,DA09,3,Periphery,Motor core
RIPR,PDA,1,Periphery,Motor core
RIPR,DB01,2,Periphery,Hubs
RIPR,DB02,2,Periphery,Hubs
RIPR,DB03,2,Periphery,Motor core
RIPR,DB04,2,Periphery,Motor core
RIPR,DB05,2,Periphery,Motor core
RIPR,DB06,2,Periphery,Motor core
RIPR,DB07,2,Periphery,Motor core
RIPR,AS01,1,Periphery,Hubs
RIPR,AS02,1,Periphery,Hubs
RIPR,AS03,1,Periphery,Motor core
RIPR,AS04,1,Periphery,Motor core
RIPR,AS05,1,Periphery,Motor core
RIPR,AS06,1,Periphery,Motor core
RIPR,AS07,1,Periphery,Motor core
RIPR,AS08,1,Periphery,Motor core
RIPR,AS09,1,Periphery,Motor core
RIPR,AS10,1,Periphery,Motor core
RIPR,AS11,1,Periphery,Motor core
RIPR,PDB,3,Periphery,Motor core
RIPR,VA01,2,Periphery,Hubs
RIPR,VA02,2,Periphery,Hubs
RIPR,VA03,2,Periphery,Hubs
RIPR,VA04,2,Periphery,Hubs
RIPR,VA05,2,Periphery,Motor core
RIPR,VA06,2,Periphery,Motor core
RIPR,VA07,2,Periphery,Motor core
RIPR,VA08,2,Periphery,Motor core
RIPR,VA09,2,Periphery,Motor core
RIPR,VA10,2,Periphery,Motor core
RIPR,VA11,2,Periphery,Motor core
RIPR,VA12,2,Periphery,Motor core
RIPR,VB01,1,Periphery,Hubs
RIPR,VB02,1,Periphery,Hubs
RIPR,VB03,2,Periphery,Motor core
RIPR,VB04,2,Periphery,Motor core
RIPR,VB05,2,Periphery,Motor core
RIPR,VB06,2,Periphery,Motor core
RIPR,VB07,2,Periphery,Motor core
RIPR,VB08,2,Periphery,Motor core
RIPR,VB09,2,Periphery,Motor core
RIPR,VB10,2,Periphery,Motor core
RIPR,VB11,2,Periphery,Motor core
RIPR,HSNL,2,Periphery,Hubs
RIPR,HSNR,2,Periphery,Hubs
RIPR,VC01,1,Periphery,Periphery
RIPR,VC02,1,Periphery,Periphery
RIPR,VC03,1,Periphery,Periphery
RIPR,VC06,1,Periphery,Periphery
RIBL,I1L,4,Sensory core,Sensory core
RIBL,I1R,4,Sensory core,Sensory core
RIBL,I3,1,Sensory core,Sensory core
RIBL,I4,1,Sensory core,Sensory core
RIBL,I5,1,Sensory core,Sensory core
RIBL,M1,2,Sensory core,Sensory core
RIBL,M3L,1,Sensory core,Periphery
RIBL,M3R,1,Sensory core,Periphery
RIBL,M5,1,Sensory core,Sensory core
RIBL,ADFL,2,Sensory core,Sensory core
RIBL,ADFR,2,Sensory core,Sensory core
RIBL,ASGL,2,Sensory core,Sensory core
RIBL,ASGR,2,Sensory core,Sensory core
RIBL,ASKL,1,Sensory core,Sensory core
RIBL,ASKR,1,Sensory core,Sensory core
RIBL,AWAL,2,Sensory core,Sensory core
RIBL,AWAR,2,Sensory core,Sensory core
RIBL,AWBL,1,Sensory core,Periphery
RIBL,AWBR,1,Sensory core,Periphery
RIBL,IL2DL,1,Sensory core,Periphery
RIBL,IL2DR,1,Sensory core,Periphery
RIBL,IL2L,1,Sensory core,Periphery
RIBL,IL2R,1,Sensory core,Periphery
RIBL,IL2VL,1,Sensory core,Periphery
RIBL,IL2VR,1,Sensory core,Periphery
RIBL,OLLL,1,Sensory core,Periphery
RIBL,OLLR,1,Sensory core,Periphery
RIBL,ALML,2,Sensory core,Sensory core
RIBL,ALMR,2,Sensory core,Sensory core
RIBL,AVM,1,Sensory core,Hubs
RIBL,PVM,2,Sensory core,Motor core
RIBL,PLML,1,Sensory core,Motor core
RIBL,PLMR,1,Sensory core,Motor core
RIBL,ALNL,1,Sensory core,Periphery
RIBL,ALNR,1,Sensory core,Periphery
RIBL,PLNL,1,Sensory core,Periphery
RIBL,PLNR,1,Sensory core,Periphery
RIBL,PVDL,1,Sensory core,Motor core
RIBL,PVDR,1,Sensory core,Motor core
RIBL,BAGL,1,Sensory core,Periphery
RIBL,BAGR,1,Sensory core,Periphery
RIBL,URXL,4,Sensory core,Sensory core
RIBL,URXR,4,Sensory core,Sensory core
RIBL,AQR,1,Sensory core,Sensory core
RIBL,PQR,2,Sensory core,Motor core
RIBL,SDQL,2,Sensory core,Hubs
RIBL,SDQR,2,Sensory core,Hubs
RIBL,URBL,3,Sensory core,Sensory core
RIBL,URBR,3,Sensory core,Sensory core
RIBL,DVA,4,Sensory core,Hubs
RIBL,AIAL,1,Sensory core,Periphery
RIBL,AIAR,1,Sensory core,Periphery
RIBL,AIBL,1,Sensory core,Sensory core
RIBL,AIBR,1,Sensory core,Sensory core
RIBL,AIYL,1,Sensory core,Sensory core
RIBL,AIYR,1,Sensory core,Sensory core
RIBL,AIZL,2,Sensory core,Sensory core
RIBL,AIZR,2,Sensory core,Sensory core
RIBL,AIML,3,Sensory core,Sensory core
RIBL,AIMR,3,Sensory core,Sensory core
RIBL,ALA,2,Sensory core,Hubs
RIBL,BDUL,1,Sensory core,Hubs
RIBL,BDUR,1,Sensory core,Hubs
RIBL,CANL,2,Sensory core,Motor core
RIBL,CANR,2,Sensory core,Motor core
RIBL,RIPL,1,Sensory core,Periphery
RIBL,RIPR,1,Sensory core,Periphery
RIBL,RIAL,1,Sensory core,Sensory core
RIBL,RIAR,1,Sensory core,Sensory core
RIBL,RIBL,2,Sensory core,Sensory core
RIBL,RIBR,2,Sensory core,Sensory core
RIBL,RICL,2,Sensory core,Sensory core
RIBL,RICR,2,Sensory core,Sensory core
RIBL,RIGL,2,Sensory core,Sensory core
RIBL,RIGR,2,Sensory core,Sensory core
RIBL,RIH,4,Sensory core,Sensory core
RIBL,RIR,3,Sensory core,Sensory core
RIBL,AVFL,2,Sensory core,Hubs
RIBL,AVFR,2,Sensory core,Hubs
RIBL,AVHL,1,Sensory core,Periphery
RIBL,AVHR,1,Sensory core,Periphery
RIBL,AVKL,1,Sensory core,Hubs
RIBL,AVKR,1,Sensory core,Hubs
RIBL,DVC,1,Sensory core,Periphery
RIBL,PVNL,2,Sensory core,Hubs
RIBL,PVNR,2,Sensory core,Hubs
RIBL,PVPL,2,Sensory core,Hubs
RIBL,PVPR,2,Sensory core,Hubs
RIBL,PVQL,1,Sensory core,Hubs
RIBL,PVQR,1,Sensory core,Hubs
RIBL,PVR,2,Sensory core,Hubs
RIBL,PVT,1,Sensory core,Hubs
RIBL,PVWL,3,Sensory core,Motor core
RIBL,PVWR,3,Sensory core,Motor core
RIBL,RID,2,Sensory core,Hubs
RIBL,PVCL,2,Sensory core,Hubs
RIBL,PVCR,2,Sensory core,Hubs
RIBL,AVAL,1,Sensory core,Hubs
RIBL,AVAR,1,Sensory core,Hubs
RIBL,AVBL,1,Sensory core,Hubs
RIBL,AVBR,1,Sensory core,Hubs
RIBL,AVDL,3,Sensory core,Hubs
RIBL,AVDR,3,Sensory core,Hubs
RIBL,AVEL,1,Sensory core,Hubs
RIBL,AVER,1,Sensory core,Hubs
RIBL,LUAL,1,Sensory core,Periphery
RIBL,LUAR,1,Sensory core,Periphery
RIBL,SAADL,1,Sensory core,Periphery
RIBL,SAADR,1,Sensory core,Periphery
RIBL,SAAVL,1,Sensory core,Periphery
RIBL,SAAVR,1,Sensory core,Periphery
RIBL,SABD,2,Sensory core,Sensory core
RIBL,SABVL,2,Sensory core,Sensory core
RIBL,SABVR,2,Sensory core,Sensory core
RIBL,RIML,1,Sensory core,Sensory core
RIBL,RIMR,1,Sensory core,Sensory core
RIBL,RMDDL,2,Sensory core,Sensory core
RIBL,RMDDR,2,Sensory core,Sensory core
RIBL,RMDL,2,Sensory core,Sensory core
RIBL,RMDR,2,Sensory core,Sensory core
RIBL,RMDVL,2,Sensory core,Sensory core
RIBL,RMDVR,2,Sensory core,Sensory core
RIBL,RMED,1,Sensory core,Hubs
RIBL,RMEV,1,Sensory core,Hubs
RIBL,RMFL,1,Sensory core,Sensory core
RIBL,RMFR,1,Sensory core,Sensory core
RIBL,RMHL,1,Sensory core,Sensory core
RIBL,RMHR,1,Sensory core,Sensory core
RIBL,SMBDL,2,Sensory core,Periphery
RIBL,SMBDR,2,Sensory core,Periphery
RIBL,SMBVL,2,Sensory core,Periphery
RIBL,SMBVR,2,Sensory core,Periphery
RIBL,SMDDL,3,Sensory core,Hubs
RIBL,SMDDR,3,Sensory core,Hubs
RIBL,SMDVL,3,Sensory core,Hubs
RIBL,SMDVR,3,Sensory core,Hubs
RIBL,DA01,3,Sensory core,Hubs
RIBL,DA02,3,Sensory core,Hubs
RIBL,DA03,3,Sensory core,Hubs
RIBL,DA04,3,Sensory core,Hubs
RIBL,DA05,3,Sensory core,Motor core
RIBL,DA06,3,Sensory core,Motor core
RIBL,DA07,3,Sensory core,Motor core
RIBL,DA08,3,Sensory core,Motor core
RIBL,DA09,3,Sensory core,Motor core
RIBL,PDA,2,Sensory core,Motor core
RIBL,DB01,4,Sensory core,Hubs
RIBL,DB02,4,Sensory core,Hubs
RIBL,DB03,4,Sensory core,Motor core
RIBL,DB04,4,Sensory core,Motor core
RIBL,DB05,4,Sensory core,Motor core
RIBL,DB06,4,Sensory core,Motor core
RIBL,DB07,4,Sensory core,Motor core
RIBL,AS01,1,Sensory core,Hubs
RIBL,AS02,1,Sensory core,Hubs
RIBL,AS03,1,Sensory core,Motor core
RIBL,AS04,1,Sensory core,Motor core
RIBL,AS05,1,Sensory core,Motor core
RIBL,AS06,1,Sensory core,Motor core
RIBL,AS07,1,Sensory core,Motor core
RIBL,AS08,1,Sensory core,Motor core
RIBL,AS09,1,Sensory core,Motor core
RIBL,AS10,1,Sensory core,Motor core
RIBL,AS11,1,Sensory core,Motor core
RIBL,PDB,3,Sensory core,Motor core
RIBL,DD01,1,Sensory core,Periphery
RIBL,DD02,1,Sensory core,Periphery
RIBL,DD03,1,Sensory core,Periphery
RIBL,DD04,1,Sensory core,Periphery
RIBL,DD05,1,Sensory core,Periphery
RIBL,DD06,1,Sensory core,Periphery
RIBL,VA01,2,Sensory core,Hubs
RIBL,VA02,2,Sensory core,Hubs
RIBL,VA03,2,Sensory core,Hubs
RIBL,VA04,2,Sensory core,Hubs
RIBL,VA05,2,Sensory core,Motor core
RIBL,VA06,2,Sensory core,Motor core
RIBL,VA07,2,Sensory core,Motor core
RIBL,VA08,2,Sensory core,Motor core
RIBL,VA09,2,Sensory core,Motor core
RIBL,VA10,2,Sensory core,Motor core
RIBL,VA11,2,Sensory core,Motor core
RIBL,VA12,2,Sensory core,Motor core
RIBL,VB01,2,Sensory core,Hubs
RIBL,VB02,3,Sensory core,Hubs
RIBL,VB03,4,Sensory core,Motor core
RIBL,VB04,4,Sensory core,Motor core
RIBL,VB05,4,Sensory core,Motor core
RIBL,VB06,4,Sensory core,Motor core
RIBL,VB07,4,Sensory core,Motor core
RIBL,VB08,4,Sensory core,Motor core
RIBL,VB09,4,Sensory core,Motor core
RIBL,VB10,4,Sensory core,Motor core
RIBL,VB11,4,Sensory core,Motor core
RIBL,VD01,1,Sensory core,Periphery
RIBL,VD02,1,Sensory core,Periphery
RIBL,VD03,1,Sensory core,Periphery
RIBL,VD04,1,Sensory core,Periphery
RIBL,VD05,1,Sensory core,Periphery
RIBL,VD06,1,Sensory core,Periphery
RIBL,VD07,1,Sensory core,Periphery
RIBL,VD08,1,Sensory core,Periphery
RIBL,VD09,1,Sensory core,Periphery
RIBL,VD10,1,Sensory core,Periphery
RIBL,VD11,1,Sensory core,Periphery
RIBL,VD12,1,Sensory core,Periphery
RIBL,VD13,1,Sensory core,Periphery
RIBL,HSNL,2,Sensory core,Hubs
RIBL,HSNR,2,Sensory core,Hubs
RIBR,I1L,4,Sensory core,Sensory core
RIBR,I1R,4,Sensory core,Sensory core
RIBR,I3,1,Sensory core,Sensory core
RIBR,I4,1,Sensory core,Sensory core
RIBR,I5,1,Sensory core,Sensory core
RIBR,M1,2,Sensory core,Sensory core
RIBR,M3L,1,Sensory core,Periphery
RIBR,M3R,1,Sensory core,Periphery
RIBR,M5,1,Sensory core,Sensory core
RIBR,ADFL,2,Sensory core,Sensory core
RIBR,ADFR,2,Sensory core,Sensory core
RIBR,ASGL,2,Sensory core,Sensory core
RIBR,ASGR,2,Sensory core,Sensory core
RIBR,ASKL,1,Sensory core,Sensory core
RIBR,ASKR,1,Sensory core,Sensory core
RIBR,AWAL,2,Sensory core,Sensory core
RIBR,AWAR,2,Sensory core,Sensory core
RIBR,AWBL,1,Sensory core,Periphery
RIBR,AWBR,1,Sensory core,Periphery
RIBR,IL2DL,1,Sensory core,Periphery
RIBR,IL2DR,1,Sensory core,Periphery
RIBR,IL2L,1,Sensory core,Periphery
RIBR,IL2R,1,Sensory core,Periphery
RIBR,IL2VL,1,Sensory core,Periphery
RIBR,IL2VR,1,Sensory core,Periphery
RIBR,OLLL,1,Sensory core,Periphery
RIBR,OLLR,1,Sensory core,Periphery
RIBR,ALML,2,Sensory core,Sensory core
RIBR,ALMR,2,Sensory core,Sensory core
RIBR,AVM,1,Sensory core,Hubs
RIBR,PVM,2,Sensory core,Motor core
RIBR,PLML,1,Sensory core,Motor core
RIBR,PLMR,1,Sensory core,Motor core
RIBR,ALNL,1,Sensory core,Periphery
RIBR,ALNR,1,Sensory core,Periphery
RIBR,PLNL,1,Sensory core,Periphery
RIBR,PLNR,1,Sensory core,Periphery
RIBR,PVDL,1,Sensory core,Motor core
RIBR,PVDR,1,Sensory core,Motor core
RIBR,BAGL,1,Sensory core,Periphery
RIBR,BAGR,1,Sensory core,Periphery
RIBR,URXL,4,Sensory core,Sensory core
RIBR,URXR,4,Sensory core,Sensory core
RIBR,AQR,1,Sensory core,Sensory core
RIBR,PQR,2,Sensory core,Motor core
RIBR,SDQL,2,Sensory core,Hubs
RIBR,SDQR,2,Sensory core,Hubs
RIBR,URBL,3,Sensory core,Sensory core
RIBR,URBR,3,Sensory core,Sensory core
RIBR,DVA,4,Sensory core,Hubs
RIBR,AIAL,1,Sensory core,Periphery
RIBR,AIAR,1,Sensory core,Periphery
RIBR,AIBL,1,Sensory core,Sensory core
RIBR,AIBR,1,Sensory core,Sensory core
RIBR,AIYL,1,Sensory core,Sensory core
RIBR,AIYR,1,Sensory core,Sensory core
RIBR,AIZL,2,Sensory core,Sensory core
RIBR,AIZR,2,Sensory core,Sensory core
RIBR,AIML,3,Sensory core,Sensory core
RIBR,AIMR,3,Sensory core,Sensory core
RIBR,ALA,2,Sensory core,Hubs
RIBR,BDUL,1,Sensory core,Hubs
RIBR,BDUR,1,Sensory core,Hubs
RIBR,CANL,2,Sensory core,Motor core
RIBR,CANR,2,Sensory core,Motor core
RIBR,RIPL,1,Sensory core,Periphery
RIBR,RIPR,1,Sensory core,Periphery
RIBR,RIAL,1,Sensory core,Sensory core
RIBR,RIAR,1,Sensory core,Sensory core
RIBR,RIBL,2,Sensory core,Sensory core
RIBR,RIBR,2,Sensory core,Sensory core
RIBR,RICL,2,Sensory core,Sensory core
RIBR,RICR,2,Sensory core,Sensory core
RIBR,RIGL,2,Sensory core,Sensory core
RIBR,RIGR,2,Sensory core,Sensory core
RIBR,RIH,4,Sensory core,Sensory core
RIBR,RIR,3,Sensory core,Sensory core
RIBR,AVFL,2,Sensory core,Hubs
RIBR,AVFR,2,Sensory core,Hubs
RIBR,AVHL,1,Sensory core,Periphery
RIBR,AVHR,1,Sensory core,Periphery
RIBR,AVKL,1,Sensory core,Hubs
RIBR,AVKR,1,Sensory core,Hubs
RIBR,DVC,1,Sensory core,Periphery
RIBR,PVNL,2,Sensory core,Hubs
RIBR,PVNR,2,Sensory core,Hubs
RIBR,PVPL,2,Sensory core,Hubs
RIBR,PVPR,2,Sensory core,Hubs
RIBR,PVQL,1,Sensory core,Hubs
RIBR,PVQR,1,Sensory core,Hubs
RIBR,PVR,2,Sensory core,Hubs
RIBR,PVT,1,Sensory core,Hubs
RIBR,PVWL,3,Sensory core,Motor core
RIBR,PVWR,3,Sensory core,Motor core
RIBR,RID,2,Sensory core,Hubs
RIBR,PVCL,2,Sensory core,Hubs
RIBR,PVCR,2,Sensory core,Hubs
RIBR,AVAL,1,Sensory core,Hubs
RIBR,AVAR,1,Sensory core,Hubs
RIBR,AVBL,1,Sensory core,Hubs
RIBR,AVBR,1,Sensory core,Hubs
RIBR,AVDL,3,Sensory core,Hubs
RIBR,AVDR,3,Sensory core,Hubs
RIBR,AVEL,1,Sensory core,Hubs
RIBR,AVER,1,Sensory core,Hubs
RIBR,LUAL,1,Sensory core,Periphery
